modelo;kilometraje;precio;color;año;pais
Model 3;0;51290;gris;2025;Francia
Model 3;0;51290;gris;2024;Francia
Model 3;0;52480;gris;2025;Francia
Model 3;0;52640;gris;2024;Francia
Model 3;33;53670;gris;2024;Francia
Model 3;10;56280;gris;2025;Francia
Model 3;0;58790;gris;2024;Francia
Model X;15;112790;gris;2024;Francia
Model S;26;115680;gris;2024;Francia
Model X;20;117590;gris;2024;Francia
Model X;20;126890;gris;2024;Francia
Model 3;63000;25990;azul;2022;España
Model 3;47479;28490;azul;2020;España
Model 3;124839;25940;azul;2019;España
Model 3;89831;38890;azul;2019;España
Model 3;21318;29700;azul;2020;España
Model 3;96000;48900;azul;2019;España
Model 3;49000;31500;azul;2021;España
Model 3;2490;41500;azul;2024;España
Model 3;74000;37900;azul;2017;España
Model 3;220000;35000;azul;2014;España
Model 3;62000;30490;azul;2022;España
Model 3;39413;28990;azul;2019;España
Model 3;56064;28995;azul;2022;España
Model 3;58000;54900;azul;2020;España
Model 3;93000;25850;azul;2021;España
Model 3;60000;33990;azul;2021;España
Model 3;69800;31900;azul;2021;España
Model 3;128000;24900;azul;2019;España
Model 3;35000;49999;azul;2020;España
Model 3;137183;25000;azul;2019;España
Model 3;57671;29790;azul;2022;España
Model 3;58500;49900;azul;2019;España
Model 3;129446;21500;azul;2020;España
Model 3;43000;37000;azul;2021;España
Model 3;78713;24995;azul;2021;España
Model 3;57000;27950;azul;2022;España
Model 3;65000;27850;azul;2022;España
Model 3;57000;28990;blanco;2021;España
Model 3;170000;44800;blanco;2019;España
Model 3;71000;24999;blanco;2019;España
Model 3;46686;39900;blanco;2023;España
Model 3;56000;59900;blanco;2017;España
Model 3;18000;79990;blanco;2021;España
Model 3;52000;60900;blanco;2020;España
Model 3;8900;39900;blanco;2022;España
Model 3;85000;54990;blanco;2019;España
Model 3;41000;38900;blanco;2022;España
Model 3;77000;33900;blanco;2020;España
Model 3;16000;89900;blanco;2023;España
Model 3;39900;37500;blanco;2021;España
Model 3;33900;39990;blanco;2023;España
Model 3;15040;87400;blanco;2023;España
Model 3;110000;42999;blanco;2019;España
Model 3;98226;31890;blanco;2021;España
Model 3;69000;32975;blanco;2021;España
Model 3;52000;28900;blanco;2021;España
Model 3;52000;47900;blanco;2017;España
Model 3;1;49900;blanco;2024;España
Model 3;42901;33990;blanco;2021;España
Model 3;9294;42950;blanco;2023;España
Model 3;77000;26850;blanco;2020;España
Model 3;4430;85200;blanco;2023;España
Model 3;27277;27490;blanco;2020;España
Model 3;36000;32490;blanco;2021;España
Model 3;84188;28480;blanco;2020;España
Model 3;28000;37900;blanco;2019;España
Model 3;31886;27990;blanco;2019;España
Model 3;88000;29900;blanco;2019;España
Model 3;127000;27490;blanco;2020;España
Model 3;38091;48990;blanco;2020;España
Model 3;55000;35900;blanco;2021;España
Model 3;14000;32500;blanco;2020;España
Model 3;31000;33500;blanco;2022;España
Model 3;120000;32900;blanco;2019;España
Model 3;116000;29900;blanco;2020;España
Model 3;60000;32990;blanco;2022;España
Model 3;95000;23900;blanco;2019;España
Model 3;87523;28980;blanco;2021;España
Model 3;48523;43900;blanco;2022;España
Model 3;113000;25450;blanco;2020;España
Model 3;169800;28990;blanco;2019;España
Model 3;26000;29850;blanco;2020;España
Model 3;88000;26900;blanco;2021;España
Model 3;58000;35900;blanco;2022;España
Model 3;7925;46990;blanco;2024;España
Model 3;49900;37500;blanco;2022;España
Model 3;120000;27500;blanco;2020;España
Model 3;56000;35500;blanco;2021;España
Model 3;9094;83000;blanco;2023;España
Model 3;53000;27990;blanco;2019;España
Model 3;180000;24990;blanco;2019;España
Model 3;16;37000;blanco;2024;España
Model S;188000;24550;blanco;2015;España
Model S;23000;34500;blanco;2023;España
Model S;63776;32990;blanco;2021;España
Model S;44998;30990;blanco;2023;España
Model S;124650;21800;blanco;2020;España
Model S;51900;41900;blanco;2022;España
Model S;90000;28890;blanco;2020;España
Model S;42901;33990;blanco;2021;España
Model S;84188;28480;blanco;2020;España
Model S;127000;27990;blanco;2020;España
Model S;62000;30990;blanco;2021;España
Model S;421;37990;blanco;2024;España
Model S;60000;32990;blanco;2022;España
Model S;57525;33998;blanco;2022;España
Model X;91000;43900;blanco;2016;España
Model X;98226;31890;blanco;2021;España
Model X;29447;42300;blanco;2022;España
Model X;20074;84000;blanco;2023;España
Model X;11421;40990;blanco;2024;España
Model 3;69855;31999;rojo;2019;España
Model 3;138000;26990;gris;2020;España
Model 3;84179;43990;gris;2018;España
Model 3;15000;79900;gris;2022;España
Model 3;114114;39890;gris;2019;España
Model 3;58431;37490;gris;2021;España
Model 3;97000;36490;gris;2017;España
Model 3;58000;54900;gris;2021;España
Model 3;175268;28995;gris;2018;España
Model 3;68000;58498;gris;2019;España
Model 3;1;259900;gris;2024;España
Model 3;10000;35995;gris;2023;España
Model 3;59000;39900;gris;2021;España
Model 3;37500;46500;gris;2019;España
Model 3;68000;29490;gris;2022;España
Model 3;128000;24850;gris;2020;España
Model 3;5000;50900;gris;2024;España
Model 3;30686;34990;gris;2021;España
Model 3;88000;24900;gris;2019;España
Model 3;46500;35500;gris;2021;España
Model 3;59990;36300;gris;2021;España
Model 3;155000;23950;gris;2020;España
Model 3;51600;30950;gris;2021;España
Model 3;49990;31500;gris;2022;España
Model 3;51426;55900;gris;2019;España
Model 3;125000;43500;gris;2017;España
Model 3;175000;28000;gris;2015;España
Model 3;44900;31490;gris;2021;España
Model 3;55852;37890;gris;2023;España
Model 3;128084;21500;gris;2020;España
Model 3;74862;37990;gris;2020;España
Model 3;118900;25800;gris;2017;España
Model 3;73000;25000;gris;2019;España
Model 3;94000;39900;gris;2018;España
Model 3;38000;26890;gris;2020;España
Model 3;53000;27950;gris;2022;España
Model 3;99000;33990;gris;2017;España
Model 3;39980;78990;gris;2023;España
Model S;98000;25990;marron;2015;España
Model S;382100;20999;marron;2017;España
Model S;60000;26995;marron;2016;España
Model S;32000;32000;marron;2014;España
Model S;162000;32990;negro;2019;España
Model S;143350;38990;negro;2018;España
Model S;104900;24900;negro;2019;España
Model S;49000;45900;negro;2019;España
Model S;30000;44999;negro;2022;España
Model S;17000;39990;negro;2023;España
Model S;55000;36900;negro;2021;España
Model S;124645;31800;negro;2020;España
Model S;36413;35250;negro;2022;España
Model S;78590;48600;negro;2016;España
Model S;165000;42900;negro;2018;España
Model S;20000;49900;negro;2022;España
Model S;146765;24995;negro;2019;España
Model S;10000;59900;negro;2022;España
Model S;39847;44970;negro;2022;España
Model S;115551;31200;negro;2018;España
Model 3;44974;34500;negro;2021;España
Model 3;40000;33990;negro;2021;España
Model 3;79000;39900;negro;2019;España
Model 3;89500;42890;negro;2019;España
Model 3;55000;36900;negro;2021;España
Model 3;47000;37990;negro;2022;España
Model 3;88000;24900;negro;2019;España
Model 3;66066;56990;negro;2020;España
Model 3;10000;89900;negro;2023;España
Model 3;33340;33950;negro;2021;España
Model 3;59999;50950;negro;2020;España
Model 3;75000;22900;negro;2019;España
Model 3;14000;52900;negro;2024;España
Model 3;65000;39900;negro;2021;España
Model 3;10000;84900;negro;2023;España
Model 3;38000;41900;negro;2022;España
Model X;129200;44900;negro;2017;España
Model X;133500;49900;negro;2016;España
Model X;90900;36900;negro;2017;España
Model X;7000;47990;negro;2024;España
Model X;10778;36500;negro;2024;España
Model X;70604;34500;negro;2018;España
Model X;42191;34000;negro;2021;España
Model X;68295;35500;negro;2018;España
Model X;54500;59900;negro;2019;España
Model X;72000;28475;negro;2021;España
Model X;109000;26475;negro;2017;España
Model X;49000;45900;negro;2019;España
Model X;68000;29890;negro;2021;España
Model X;48000;33850;negro;2022;España
Model S;114000;32500;negro;2018;España
Model S;68867;32490;negro;2016;España
Model S;140000;27500;negro;2019;España
Model S;8276;79900;negro;2023;España
Model 3;37900;40900;plata;2021;España
Model 3;12146;40500;plata;2024;España
Model 3;107000;44900;plata;2018;España
Model 3;0;37990;plata;2023;España
Model 3;123000;29990;rojo;2019;España
Model 3;61046;29900;rojo;2019;España
Model 3;16500;44900;rojo;2024;España
Model 3;93000;54900;rojo;2020;España
Model 3;60000;29990;rojo;2020;España
Model 3;119990;59999;rojo;2017;España
Model 3;57522;34400;rojo;2021;España
Model 3;35;49900;rojo;2024;España
Model 3;87000;25490;rojo;2019;España
Model 3;74910;33990;rojo;2021;España
Model 3;35;52900;rojo;2024;España
Model 3;96000;33420;rojo;2021;España
Model 3;49990;26490;rojo;2020;España
Model 3;109000;49900;rojo;2018;España
Model 3;125000;27900;rojo;2019;España
Model 3;320000;32990;rojo;2017;España
Model S;233000;21990;rojo;2014;España
Model S;39000;38900;rojo;2019;España
Model S;96000;33420;rojo;2021;España
Model S;39398;30990;rojo;2022;España
Model S;49990;26490;rojo;2020;España
Model S;87000;25490;rojo;2019;España
Model S;79681;32500;rojo;2021;España
Model 3;23000;34500;blanco;2023;España
Model 3;90000;28890;blanco;2020;España
Model 3;57525;33998;blanco;2022;España
Model 3;138000;26990;rojo;2020;España
Model 3;143350;38990;rojo;2018;España
Model 3;94000;51990;rojo;2020;España
Model S;114114;39890;gris;2019;España
Model S;58431;37490;gris;2021;España
Model S;68000;58498;gris;2019;España
Model S;10000;35995;gris;2023;España
Model S;37500;46500;gris;2019;España
Model S;128000;24850;gris;2020;España
Model S;88000;24900;gris;2019;España
Model S;46500;35500;gris;2021;España
Model S;59990;36300;gris;2021;España
Model S;155000;23950;gris;2020;España
Model S;51600;30950;gris;2021;España
Model S;49990;31500;gris;2022;España
Model S;51426;55900;gris;2019;España
Model S;175000;28000;gris;2015;España
Model S;94000;39900;gris;2018;España
Model S;38000;26890;gris;2020;España
Model S;53000;27950;gris;2022;España
Model S;40000;33990;negro;2021;España
Model S;47000;37990;negro;2022;España
Model S;59999;50950;negro;2020;España
Model S;75000;22900;negro;2019;España
Model S;129200;44900;negro;2017;España
Model S;133500;49900;negro;2016;España
Model S;54500;59900;negro;2019;España
Model S;72000;28475;negro;2021;España
Model S;109000;26475;negro;2017;España
Model S;48000;33850;negro;2022;España
